id,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,sales,quantity,discount,profit,created_at
4747,Same Day,Consumer,United States,Rochester,Minnesota,55901,Central,Office Supplies,Binders,18.69,3,0.0,9.1581,2024-08-16 12:06:06.966875
4748,Same Day,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Supplies,25.35,3,0.0,7.605,2024-08-16 12:06:06.966875
4749,Same Day,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,35.28,3,0.0,11.9952,2024-08-16 12:06:06.966875
4750,First Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,33.4,5,0.0,16.032,2024-08-16 12:06:06.966875
4751,First Class,Corporate,United States,Spokane,Washington,99207,West,Technology,Machines,837.6,3,0.2,62.82,2024-08-16 12:06:06.966875
4752,Standard Class,Consumer,United States,Franklin,Tennessee,37064,South,Technology,Phones,40.68,3,0.2,-9.153,2024-08-16 12:06:06.966875
4753,Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Chairs,209.568,2,0.2,-23.5764,2024-08-16 12:06:06.966875
4754,Standard Class,Consumer,United States,Austin,Texas,78745,Central,Technology,Accessories,22.368,4,0.2,6.4308,2024-08-16 12:06:06.966875
4755,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Binders,3.882,2,0.7,-2.588,2024-08-16 12:06:06.966875
4756,Standard Class,Consumer,United States,Pembroke Pines,Florida,33024,South,Office Supplies,Paper,115.296,3,0.2,40.3536,2024-08-16 12:06:06.966875
4757,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,1.908,2,0.7,-1.5264,2024-08-16 12:06:06.966875
4758,Standard Class,Home Office,United States,Danville,Illinois,61832,Central,Office Supplies,Binders,43.372,7,0.8,-69.3952,2024-08-16 12:06:06.966875
4759,Standard Class,Consumer,United States,New York City,New York,10009,East,Technology,Phones,783.96,4,0.0,219.5088,2024-08-16 12:06:06.966875
4760,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,48.896,2,0.2,18.336,2024-08-16 12:06:06.966875
4761,Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,7.856,2,0.2,2.8478,2024-08-16 12:06:06.966875
4762,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Labels,5.904,2,0.2,1.9926,2024-08-16 12:06:06.966875
4763,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Supplies,13.712,2,0.2,1.0284,2024-08-16 12:06:06.966875
4764,Standard Class,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Envelopes,182.94,3,0.0,85.9818,2024-08-16 12:06:06.966875
4765,First Class,Consumer,United States,San Francisco,California,94110,West,Office Supplies,Art,27.76,4,0.0,9.9936,2024-08-16 12:06:06.966875
4766,Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,25.99,1,0.0,7.5371,2024-08-16 12:06:06.966875
4767,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Accessories,113.52,5,0.2,29.799,2024-08-16 12:06:06.966875
4768,First Class,Corporate,United States,San Antonio,Texas,78207,Central,Technology,Phones,359.88,3,0.2,22.4925,2024-08-16 12:06:06.966875
4769,Same Day,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Paper,25.344,4,0.2,9.1872,2024-08-16 12:06:06.966875
4770,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Binders,11.952,3,0.2,4.1832,2024-08-16 12:06:06.966875
4771,Second Class,Home Office,United States,San Francisco,California,94109,West,Office Supplies,Supplies,6.24,3,0.0,1.872,2024-08-16 12:06:06.966875
4772,Second Class,Consumer,United States,Avondale,Arizona,85323,West,Technology,Phones,742.336,8,0.2,83.5128,2024-08-16 12:06:06.966875
4773,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,6.464,1,0.6,-4.04,2024-08-16 12:06:06.966875
4774,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Labels,11.52,5,0.2,4.176,2024-08-16 12:06:06.966875
4775,Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,222.384,2,0.2,16.6788,2024-08-16 12:06:06.966875
4776,Standard Class,Home Office,United States,Escondido,California,92025,West,Office Supplies,Art,23.36,4,0.0,6.0736,2024-08-16 12:06:06.966875
4777,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Labels,8.67,3,0.0,4.0749,2024-08-16 12:06:06.966875
4778,Second Class,Corporate,United States,Long Beach,New York,11561,East,Office Supplies,Supplies,25.71,3,0.0,6.6846,2024-08-16 12:06:06.966875
4779,Standard Class,Consumer,United States,Newark,Delaware,19711,East,Office Supplies,Appliances,100.94,7,0.0,33.3102,2024-08-16 12:06:06.966875
4780,First Class,Consumer,United States,Buffalo,New York,14215,East,Furniture,Chairs,63.882,1,0.1,10.647,2024-08-16 12:06:06.966875
4781,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Furniture,Chairs,683.144,4,0.3,0.0,2024-08-16 12:06:06.966875
4782,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Binders,1.476,3,0.8,-2.214,2024-08-16 12:06:06.966875
4783,Standard Class,Consumer,United States,Houston,Texas,77070,Central,Office Supplies,Supplies,40.712,7,0.2,3.5623,2024-08-16 12:06:06.966875
4784,Standard Class,Consumer,United States,Wichita,Kansas,67212,Central,Office Supplies,Paper,279.9,5,0.0,137.151,2024-08-16 12:06:06.966875
4785,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,13.12,5,0.2,1.148,2024-08-16 12:06:06.966875
4786,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Bookcases,69.576,4,0.7,-143.7904,2024-08-16 12:06:06.966875
4787,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Art,4.224,3,0.2,0.4752,2024-08-16 12:06:06.966875
4788,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Technology,Accessories,58.08,4,0.2,-6.534,2024-08-16 12:06:06.966875
4789,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,52.416,9,0.2,15.0696,2024-08-16 12:06:06.966875
4790,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Furnishings,54.92,5,0.2,10.984,2024-08-16 12:06:06.966875
4791,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Furniture,Tables,364.95,5,0.5,-248.166,2024-08-16 12:06:06.966875
4792,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,85.056,3,0.2,28.7064,2024-08-16 12:06:06.966875
4793,Standard Class,Consumer,United States,Colorado Springs,Colorado,80906,West,Office Supplies,Paper,27.696,3,0.2,9.6936,2024-08-16 12:06:06.966875
4794,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,24.96,4,0.0,11.232,2024-08-16 12:06:06.966875
4795,Standard Class,Corporate,United States,Los Angeles,California,90036,West,Furniture,Furnishings,43.13,1,0.0,18.1146,2024-08-16 12:06:06.966875
4796,Standard Class,Consumer,United States,Marietta,Georgia,30062,South,Office Supplies,Binders,5.64,3,0.0,2.7072,2024-08-16 12:06:06.966875
4797,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,57.582,3,0.7,-44.1462,2024-08-16 12:06:06.966875
4798,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Paper,31.104,6,0.2,10.8864,2024-08-16 12:06:06.966875
4799,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Furniture,Furnishings,30.192,3,0.2,8.3028,2024-08-16 12:06:06.966875
4800,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Technology,Phones,43.6,5,0.2,4.36,2024-08-16 12:06:06.966875
4801,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Art,4.768,2,0.2,0.4172,2024-08-16 12:06:06.966875
4802,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,10.38,2,0.7,-7.612,2024-08-16 12:06:06.966875
4803,Standard Class,Corporate,United States,Jacksonville,Florida,32216,South,Office Supplies,Binders,13.392,8,0.7,-9.8208,2024-08-16 12:06:06.966875
4804,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,39.594,1,0.4,-7.2589,2024-08-16 12:06:06.966875
4805,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,91.008,9,0.2,19.3392,2024-08-16 12:06:06.966875
4806,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,37.94,2,0.0,18.2112,2024-08-16 12:06:06.966875
4807,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,42.8,10,0.0,19.26,2024-08-16 12:06:06.966875
4808,Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Storage,33.63,3,0.0,10.089,2024-08-16 12:06:06.966875
4809,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Envelopes,62.808,3,0.2,21.1977,2024-08-16 12:06:06.966875
4810,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Paper,195.64,4,0.0,91.9508,2024-08-16 12:06:06.966875
4811,First Class,Consumer,United States,Eau Claire,Wisconsin,54703,Central,Technology,Phones,239.9,2,0.0,71.97,2024-08-16 12:06:06.966875
4812,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,380.058,3,0.3,-21.7176,2024-08-16 12:06:06.966875
4813,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Copiers,1199.976,4,0.4,179.9964,2024-08-16 12:06:06.966875
4814,Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,48.576,3,0.2,9.7152,2024-08-16 12:06:06.966875
4815,First Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,17.94,3,0.0,8.073,2024-08-16 12:06:06.966875
4816,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,18.264,3,0.2,6.1641,2024-08-16 12:06:06.966875
4817,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,34.656,2,0.2,5.6316,2024-08-16 12:06:06.966875
4818,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Appliances,81.552,2,0.2,8.1552,2024-08-16 12:06:06.966875
4819,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,227.136,4,0.2,-42.588,2024-08-16 12:06:06.966875
4820,Standard Class,Consumer,United States,Norwich,Connecticut,6360,East,Office Supplies,Binders,10.36,2,0.0,5.0764,2024-08-16 12:06:06.966875
4821,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,463.248,8,0.8,-1181.2824,2024-08-16 12:06:06.966875
4822,Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Accessories,383.952,6,0.2,47.994,2024-08-16 12:06:06.966875
4823,Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders,44.856,6,0.7,-35.8848,2024-08-16 12:06:06.966875
4824,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Machines,30.345,7,0.7,-24.276,2024-08-16 12:06:06.966875
4825,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Chairs,127.554,3,0.3,-9.111,2024-08-16 12:06:06.966875
4826,Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Furniture,Furnishings,77.952,3,0.2,15.5904,2024-08-16 12:06:06.966875
4827,First Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,14.016,4,0.2,4.9056,2024-08-16 12:06:06.966875
4828,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Storage,69.52,2,0.0,19.4656,2024-08-16 12:06:06.966875
4829,Standard Class,Corporate,United States,Richmond,Kentucky,40475,South,Office Supplies,Art,5.64,3,0.0,1.6356,2024-08-16 12:06:06.966875
4830,Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,13.776,3,0.2,4.4772,2024-08-16 12:06:06.966875
4831,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Appliances,245.88,6,0.0,68.8464,2024-08-16 12:06:06.966875
4832,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,36.63,3,0.0,9.8901,2024-08-16 12:06:06.966875
4833,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Storage,22.58,2,0.0,5.8708,2024-08-16 12:06:06.966875
4834,Standard Class,Consumer,United States,Wausau,Wisconsin,54401,Central,Office Supplies,Binders,12.39,3,0.0,5.8233,2024-08-16 12:06:06.966875
4835,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,39.92,5,0.2,13.473,2024-08-16 12:06:06.966875
4836,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,61.96,2,0.0,27.882,2024-08-16 12:06:06.966875
4837,Standard Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Binders,19.936,4,0.2,7.2268,2024-08-16 12:06:06.966875
4838,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,3.798,2,0.7,-2.6586,2024-08-16 12:06:06.966875
4839,First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,27.744,6,0.2,10.0572,2024-08-16 12:06:06.966875
4840,First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Phones,158.376,4,0.4,-34.3148,2024-08-16 12:06:06.966875
4841,Standard Class,Home Office,United States,Henderson,Kentucky,42420,South,Furniture,Furnishings,27.58,2,0.0,11.5836,2024-08-16 12:06:06.966875
4842,Standard Class,Consumer,United States,Bowling Green,Ohio,43402,East,Office Supplies,Binders,5.553,3,0.7,-4.0722,2024-08-16 12:06:06.966875
4843,Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Storage,243.92,5,0.2,-54.882,2024-08-16 12:06:06.966875
4844,First Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Fasteners,14.96,4,0.0,0.2992,2024-08-16 12:06:06.966875
4845,First Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Binders,7.184,2,0.2,2.245,2024-08-16 12:06:06.966875
4846,Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Binders,10.512,3,0.2,3.6792,2024-08-16 12:06:06.966875
4847,Second Class,Corporate,United States,Salem,Oregon,97301,West,Technology,Phones,263.96,5,0.2,19.797,2024-08-16 12:06:06.966875
4848,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,71.632,11,0.2,17.908,2024-08-16 12:06:06.966875
4849,Second Class,Corporate,United States,Salem,Oregon,97301,West,Office Supplies,Art,9.328,1,0.2,0.8162,2024-08-16 12:06:06.966875
4850,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,5.88,2,0.0,2.646,2024-08-16 12:06:06.966875
4851,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Furniture,Chairs,975.92,5,0.2,121.99,2024-08-16 12:06:06.966875
4852,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Art,303.84,8,0.0,91.152,2024-08-16 12:06:06.966875
4853,Standard Class,Consumer,United States,Pasco,Washington,99301,West,Office Supplies,Storage,485.88,6,0.0,19.4352,2024-08-16 12:06:06.966875
4854,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,12.54,3,0.0,4.5144,2024-08-16 12:06:06.966875
4855,Second Class,Consumer,United States,Oakland,California,94601,West,Office Supplies,Storage,8.94,3,0.0,0.6258,2024-08-16 12:06:06.966875
4856,Second Class,Consumer,United States,Oakland,California,94601,West,Furniture,Furnishings,9.24,3,0.0,4.4352,2024-08-16 12:06:06.966875
4857,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Binders,70.008,3,0.2,24.5028,2024-08-16 12:06:06.966875
4858,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,77.6,4,0.0,38.024,2024-08-16 12:06:06.966875
4859,Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Furnishings,464.85,9,0.0,92.97,2024-08-16 12:06:06.966875
4860,Standard Class,Corporate,United States,Oak Park,Illinois,60302,Central,Office Supplies,Art,10.192,7,0.2,1.0192,2024-08-16 12:06:06.966875
4861,Standard Class,Corporate,United States,Morristown,New Jersey,7960,East,Office Supplies,Binders,1793.98,2,0.0,843.1706,2024-08-16 12:06:06.966875
4862,Second Class,Home Office,United States,Austin,Texas,78745,Central,Technology,Phones,758.352,6,0.2,265.4232,2024-08-16 12:06:06.966875
4863,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,20.368,1,0.2,7.3834,2024-08-16 12:06:06.966875
4864,Standard Class,Corporate,United States,New York City,New York,10011,East,Office Supplies,Binders,49.848,3,0.2,16.8237,2024-08-16 12:06:06.966875
4865,Standard Class,Consumer,United States,New York City,New York,10024,East,Technology,Phones,239.97,3,0.0,67.1916,2024-08-16 12:06:06.966875
4866,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Chairs,2404.704,6,0.2,150.294,2024-08-16 12:06:06.966875
4867,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Binders,563.024,11,0.2,190.0206,2024-08-16 12:06:06.966875
4868,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,344.91,3,0.0,10.3473,2024-08-16 12:06:06.966875
4869,Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Labels,8.64,3,0.0,4.2336,2024-08-16 12:06:06.966875
